0,1
weirdnesses,neutral
weirds,neutral
weirdy,neutral
welladay,neutral
wellaway,neutral
welled,neutral
wellhead,neutral
wellheads,neutral
wellhole,neutral
wellies,neutral
wellsite,neutral
welly,neutral
whimsical,neutral
whined,neutral
whiners,neutral
whining,neutral
whitewash,neutral
wimpiest,neutral
wimpishness,neutral
wimple,neutral
wimples,neutral
wimpy,neutral
winnow,neutral
winnower,neutral
winnowers,neutral
winnowing,neutral
winnows,neutral
wiseacres,neutral
wisecrack,neutral
wisecracked,neutral
wisecracker,neutral
wisecrackers,neutral
wisecracking,neutral
wisecracks,neutral
wiseguys,neutral
wiselier,neutral
wisents,neutral
wishes,neutral
wishing,neutral
withdrawal,neutral
worshipers,neutral
worshipful,neutral
worshipless,neutral
worshipper,neutral
worshippers,neutral
worth,neutral
yearning,neutral
zealots,neutral
zealous,neutral
|-:,neutral
|:,neutral
|=,neutral
|o:,neutral
}:),neutral
}:-),neutral
