0,1
protect,positive
protected,positive
protects,positive
proud,positive
prouder,positive
proudest,positive
proudful,positive
proudhearted,positive
proudly,positive
pukka,positive
radiance,positive
radiances,positive
radiancy,positive
radiant,positive
radiantly,positive
radiants,positive
rapturous,positive
ready,positive
reassurance,positive
reassurances,positive
reassure,positive
reassured,positive
reassures,positive
reassuring,positive
reassuringly,positive
recommend,positive
redeemed,positive
reinvigorate,positive
reinvigorated,positive
reinvigorates,positive
reinvigorating,positive
reinvigoration,positive
rejoice,positive
rejoiced,positive
rejoices,positive
rejoicing,positive
relax,positive
relaxation,positive
relaxed,positive
relaxedly,positive
relaxedness,positive
relaxer,positive
relaxers,positive
relaxes,positive
relaxin,positive
relaxing,positive
relaxins,positive
relief,positive
reliefs,positive
relievable,positive
relieve,positive
relieved,positive
relievedly,positive
reliever,positive
relieves,positive
relieving,positive
relievo,positive
relishing,positive
remarkable,positive
rescue,positive
rescued,positive
rescues,positive
resolute,positive
resolve,positive
resolvers,positive
resolving,positive
respect,positive
respectabilities,positive
respectability,positive
respectable,positive
respectableness,positive
respectably,positive
respected,positive
respecter,positive
respecters,positive
respectful,positive
respectfully,positive
respectfulness,positive
respectfulnesses,positive
respecting,positive
respective,positive
respectively,positive
respectiveness,positive
respects,positive
responsible,positive
responsive,positive
restful,positive
restore,positive
restored,positive
restores,positive
restoring,positive
revered,positive
revive,positive
revives,positive
reward,positive
rewardable,positive
rewarded,positive
rewarder,positive
rewarders,positive
rewarding,positive
rewardingly,positive
rewards,positive
rich,positive
richened,positive
richer,positive
riches,positive
richest,positive
richly,positive
richness,positive
richnesses,positive
riskless,positive
robust,positive
roflcopter,positive
romance,positive
romanced,positive
romancer,positive
romancers,positive
romances,positive
romancing,positive
romantic,positive
romantically,positive
romanticise,positive
romanticised,positive
romanticises,positive
romanticising,positive
romanticism,positive
romanticisms,positive
romanticist,positive
romanticists,positive
romanticization,positive
romanticizations,positive
romanticize,positive
romanticizes,positive
romanticizing,positive
romantics,positive
safe,positive
safeguard,positive
safeguarded,positive
safeguarding,positive
safeguards,positive
safekeeping,positive
safelight,positive
safely,positive
safeness,positive
safer,positive
safest,positive
safeties,positive
safety,positive
salient,positive
satisfaction,positive
satisfactions,positive
satisfactorily,positive
satisfactoriness,positive
satisfactory,positive
satisfiable,positive
satisfied,positive
satisfies,positive
satisfy,positive
satisfying,positive
satisfyingly,positive
save,positive
saved,positive
scrumptious,positive
scrumptiously,positive
secure,positive
secured,positive
securely,positive
securement,positive
secureness,positive
securer,positive
secures,positive
securest,positive
securing,positive
securities,positive
securitized,positive
securitizes,positive
security,positive
self-confident,positive
sentimental,positive
sentimentalise,positive
sentimentality,positive
sentimentalization,positive
sentimentalized,positive
sentimentalizes,positive
sentimentally,positive
serene,positive
sexy,positive
share,positive
shared,positive
shares,positive
sharing,positive
shockproof,positive
significance,positive
sincere,positive
sincerely,positive
sincereness,positive
sincerer,positive
sincerest,positive
sincerities,positive
singleminded,positive
smart,positive
smarten,positive
smartened,positive
smartening,positive
smartens,positive
smarter,positive
smartest,positive
smartie,positive
smarties,positive
smartly,positive
smartness,positive
smartnesses,positive
smarts,positive
smarty,positive
smile,positive
smiled,positive
smiler,positive
smiles,positive
smiley,positive
smileys,positive
smiling,positive
smilingly,positive
sociabilities,positive
sociability,positive
sociable,positive
sociableness,positive
sociably,positive
sok,positive
solidarity,positive
solution,positive
solved,positive
solves,positive
solving,positive
soothe,positive
soothing,positive
sophisticated,positive
soulmate,positive
sparkle,positive
sparkles,positive
sparkling,positive
special,positive
spirited,positive
splendent,positive
splendid,positive
splendidly,positive
splendidness,positive
splendiferous,positive
splendiferously,positive
splendiferousness,positive
splendor,positive
splendorous,positive
splendors,positive
splendour,positive
splendours,positive
splendrous,positive
sprightly,positive
stable,positive
stamina,positive
stimulating,positive
strength,positive
strengthen,positive
strengthened,positive
strengthener,positive
strengtheners,positive
strengthening,positive
strengthens,positive
strengths,positive
stressless,positive
stresslessness,positive
strong,positive
stronger,positive
strongest,positive
strongish,positive
strongly,positive
stunning,positive
suave,positive
succeed,positive
succeeded,positive
succeeder,positive
succeeders,positive
succeeding,positive
succeeds,positive
success,positive
successes,positive
successful,positive
successfully,positive
successfulness,positive
successionally,positive
successive,positive
successors,positive
sunnier,positive
sunniest,positive
sunny,positive
sunshine,positive
sunshiny,positive
super,positive
superb,positive
superior,positive
superiority,positive
superiorly,positive
support,positive
supported,positive
supporter,positive
supporters,positive
supporting,positive
supportive,positive
supportiveness,positive
supports,positive
supreme,positive
supremely,positive
supremeness,positive
supremer,positive
supremest,positive
supremo,positive
supremos,positive
sure,positive
surefooted,positive
surefootedly,positive
surefootedness,positive
surely,positive
sureness,positive
surer,positive
surest,positive
sureties,positive
surprisal,positive
surprise,positive
surprising,positive
surprisingly,positive
survived,positive
surviving,positive
survivor,positive
sweet,positive
sweet<3,positive
sweetheart,positive
sweethearts,positive
sweetie,positive
sweeties,positive
sweetly,positive
sweetness,positive
sweets,positive
swiftly,positive
sympathetic,positive
sympathy,positive
talent,positive
talented,positive
talents,positive
tenderers,positive
tenderest,positive
tenderhearted,positive
tenderheartedly,positive
tenderheartednesses,positive
tenderly,positive
tenderness,positive
terrific,positive
terrifically,positive
thank,positive
thanked,positive
thankful,positive
thankfuller,positive
thankfullest,positive
thankfully,positive
thankfulness,positive
thanks,positive
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
thrill,positive
thrilled,positive
thrilling,positive
thrillingly,positive
thrills,positive
tolerance,positive
tolerant,positive
tops,positive
tranquiler,positive
tranquilest,positive
tranquilities,positive
tranquility,positive
tranquillity,positive
tranquilly,positive
tranquilness,positive
treasurable,positive
treasure,positive
treasured,positive
treasurerships,positive
treasures,positive
treasuring,positive
treat,positive
triumph,positive
triumphal,positive
triumphalisms,positive
triumphant,positive
triumphantly,positive
triumphed,positive
triumphing,positive
triumphs,positive
trueness,positive
truer,positive
truest,positive
truly,positive
trust,positive
trustability,positive
trustable,positive
trusted,positive
truster,positive
trustful,positive
trustfully,positive
trustfulness,positive
trustier,positive
trustiest,positive
trustily,positive
trustiness,positive
trusting,positive
trustingly,positive
trustingness,positive
trustors,positive
trusts,positive
trustworthily,positive
trustworthiness,positive
trustworthy,positive
trusty,positive
truth,positive
truthful,positive
truthfully,positive
truthfulness,positive
truths,positive
unified,positive
united,positive
untarnished,positive
useful,positive
usefully,positive
usefulness,positive
validate,positive
validates,positive
validating,positive
valuable,positive
valuableness,positive
valuables,positive
valuably,positive
value,positive
valued,positive
values,positive
valuing,positive
vibrant,positive
vigor,positive
vigoroso,positive
vindicated,positive
vindicates,positive
virtue,positive
virtues,positive
virtuosa,positive
virtuosas,positive
virtuosic,positive
virtuosity,positive
virtuoso,positive
virtuosos,positive
virtuous,positive
virtuously,positive
virtuousness,positive
visionary,positive
visioning,positive
vital,positive
vitalise,positive
vitalises,positive
vitalising,positive
vitalities,positive
vitality,positive
vitalization,positive
vitalize,positive
vitalized,positive
vitalizes,positive
vitalizing,positive
vitally,positive
vitals,positive
vitamin,positive
vivacious,positive
w00t,positive
warmed,positive
warmer,positive
warmest,positive
warmhearted,positive
warmheartedness,positive
warmish,positive
warmly,positive
warmness,positive
warms,positive
warmth,positive
wealth,positive
wealthier,positive
wealthiest,positive
wealthily,positive
wealthiness,positive
wealthy,positive
welcome,positive
welcomed,positive
welcomely,positive
welcomeness,positive
welcomer,positive
welcomers,positive
welcomes,positive
welcoming,positive
well,positive
wellborn,positive
welldoer,positive
welldoers,positive
welling,positive
wellness,positive
wellspring,positive
wellsprings,positive
willingness,positive
win,positive
winnable,positive
winned,positive
winner,positive
winners,positive
winning,positive
winningly,positive
winnings,positive
wins,positive
wisdom,positive
wise,positive
wised,positive
wiseliest,positive
wisely,positive
wiseness,positive
wiser,positive
wises,positive
wisest,positive
wisewomen,positive
wish,positive
won,positive
wonderful,positive
wonderfully,positive
wonderfulness,positive
woo,positive
woohoo,positive
woot,positive
worship,positive
worshiped,positive
worshipfully,positive
worshipfulness,positive
worshipped,positive
worshipping,positive
worships,positive
worthwhile,positive
worthy,positive
wow,positive
wowed,positive
wowing,positive
wows,positive
x-d,positive
x-p,positive
xd,positive
xp,positive
yay,positive
yeah,positive
yeees,positive
yep,positive
yes,positive
youthful,positive
yummy,positive
{:,positive
|;-),positive
